13/04/2074,Paixão de Cristo
21/04/2074,Tiradentes
01/05/2074,Dia do Trabalho
14/06/2074,Corpus Christi
07/09/2074,Independência do Brasil
12/10/2074,Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2074,Finados
15/11/2074,Proclamação da República
25/12/2074,Natal
01/01/2075,Confraternização Universal
18/02/2075,Carnaval
19/02/2075,Carnaval
05/04/2075,Paixão de Cristo
21/04/2075,Tiradentes
01/05/2075,Dia do Trabalho
06/06/2075,Corpus Christi
07/09/2075,Independência do Brasil
12/10/2075,Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2075,Finados
15/11/2075,Proclamação da República
25/12/2075,Natal
01/01/2076,Confraternização Universal
02/03/2076,Carnaval
03/03/2076,Carnaval
17/04/2076,Paixão de Cristo
21/04/2076,Tiradentes
01/05/2076,Dia do Trabalho
18/06/2076,Corpus Christi
07/09/2076,Independência do Brasil
12/10/2076,Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2076,Finados
15/11/2076,Proclamação da República
25/12/2076,Natal
01/01/2077,Confraternização Universal
22/02/2077,Carnaval
23/02/2077,Carnaval
09/04/2077,Paixão de Cristo
21/04/2077,Tiradentes
01/05/2077,Dia do Trabalho
10/06/2077,Corpus Christi
07/09/2077,Independência do Brasil
12/10/2077,Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2077,Finados
15/11/2077,Proclamação da República
25/12/2077,Natal
01/01/2078,Confraternização Universal
14/02/2078,Carnaval
15/02/2078,Carnaval
01/04/2078,Paixão de Cristo
21/04/2078,Tiradentes
01/05/2078,Dia do Trabalho
02/06/2078,Corpus Christi
07/09/2078,Independência do Brasil
12/10/2078,Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2078,Finados
15/11/2078,Proclamação da República
25/12/2078,Natal
